recipeId,cocktailId,bartender,company,location,glasswareId,instruction,votes,rating
596,463,Francesco Lafranconi,,,0,"Stir the first two ingredients with ice, then strain into a chilled wine glass. Top with chilled wine, stir and serve.",0,0
597,351,Francesco Lafranconi,,,0,"Stir the ingredients in a mixing glass filled with ice, strain and serve over ice into an old fashioned glass.",0,0
598,48,,,,0,"Stir the ingredients in a mixing glass filled with ice, then strain and serve into a chilled cocktail glass.",0,0
599,522,Thad Vogler,Trou Normand,San Francisco,22,"Stir to 35 °F, strain into a double rocks glass over an angled ice wedge. Garnish with orange peel.",0,0
600,149,Brian Means,Dirty Habit,San Francisco,65,Stir with ice and serve in a Nick and Nora glass (slimmer version of a coupe).,0,0
601,566,,Gastronomista.com,,16,Stir with ice and strain into a chilled coupe. Garnish with a fresh cherry tree blossom.,0,0
602,388,Jim Meehan,American Express Centurion Lounge,San Francisco,16,Stir with ice and strain into a chilled coupe. Garnish with a grapefruit twist.,0,0
603,658,Brian Means,Dirty Habit,San Francisco,65,Stir with ice and strain into a Nick & Nora glass. Garnish with a grapefruit twist.,0,0
604,642,Ryan Lotz,,,43,Stir with ice and strain into a rocks glass. Garnish with an orange twist.,0,0
605,405,Jacques,The Forgery,San Francisco,20,Stir with Ice and strain into a small wine glass.,0,0
606,456,Brian Means,Dirty Habit,San Francisco,57,Stir with ice and strain into an old fashioned glass over small ice cubes. Garnish with an orange twist.,0,0
607,136,,Dirty Habit,San Francisco,16,Stir with ice for about 20 seconds and then strain into a chilled cocktail coupe.,0,0
608,25,Douglas Ford,Cold-Glass.com,,36,Stir with ice until cold; strain into a chilled cocktail glass. Express and garnish with lemon.,0,0
609,46,,,,0,Stir with ice. Strain into a cocktail glass.,0,0
610,180,,The Devil's Acre,San Francisco,26,"Stir with pebble ice, strain into rimmed vintage glass.",0,0
611,473,,MAVEN,San Francisco,27,"Stir, fine strain into a collins glass over ice. Top with soda. Garnish with grapefruit peel.",0,0
612,605,Caitlin Laman,,,0,"Stir, serve on a large rock with an orange twist garnish.",0,0
613,266,,Hideout at Dalva,San Francisco,65,"Stir, strain into a chilled Nick and Nora glass. Garnish with lemon twist.",0,0
614,675,,Trick Dog,San Francisco,22,"Stir, strain into absinthe rinsed double rocks glass over big cube. Garnish with lemon peel.",0,0
615,84,,Elixir,San Francisco,16,"Stir, strain into an absinthe rinsed coupe. Garnish with Luxardo Cherry.",0,0
616,519,,,,0,"Stir, strain, and serve straight up.",0,0
617,646,,Absinthe Brasserie & Bar,San Francisco,0,"Stir, strain, and serve straight up. Express zest and garnish.",0,0
618,88,Brandon Wise,Imperial,Portland,0,"Stir, tastes great up or over a large ice cube with an orange twist.",0,0
619,212,Julia Momose,GreenRiver,Chicago,22,"Stir. Add ice cube.

*Barley Tea-Infused Nikka Coffey Grain Whiskey:
-- 10 g. Barley Tea (1 package)
-- 750 mls. Nikka Coffey Grain Whisky
In a cambro, empty a bottle of Nikka Coffey Grain Whiskey, add 1 package of barley tea.
Steep for 30 minutes at room temperature.
Strain and store.",0,0
620,108,,,,36,Stir. Serve in a small cocktail glass. Lemon twist to garnish.,0,0
621,423,Kevin Diedrich,BDK Restaurant & Bar,San Francisco,39,Stir. Strain into martini glass. Garnish with lemon twist.,0,0
622,318,Anthony Parks,Mourad,San Francisco,65,Stir. Strain into Nick & Nora glass. Mist of Pipe Tobacco Tincture.,0,0
623,420,Morgan Schick,Jupiter Olympus,San Francisco,0,Stir. Strain. Lemon peel garnish.,0,0
624,279,John deBarry ,Momofuku,,61,Stir. Use large ice cube.,0,0
625,116,,,,0,Strain into an ice filled glass and garnish with an orange twist.,0,0
626,280,Kate Grutman,,,0,"To make simple syrup, mix equal parts hot water and sugar until sugar is dissolved. Place mint in bottom of glass. Add ice and remaining ingredients except club soda then stir. Top with club soda and garnish with a mint sprig.",0,0
627,115,Sean McClure,,,0,"Toast spices and set aside. Bring cranberry juice to a simmer. Tie the spices and orange peel in cheesecloth and add them to the cranberry juice. Let this simmer for about 30 minutes. Remove the spice sachet and add the other liquid ingredients. Serve warm or chilled with orange wheels as a garnish. (The magic of punches is that you can adjust them to your liking as you make them, so please play around with different juices and proportions.)",0,0
628,147,Alex Smith,Novela,San Francisco,27,Top with Fever-Tree Bitter Lemon. Build in a collins glass full of ice cubes and garnish with a lemon wheel and mint sprig.,0,0
629,239,Johel Huaman Barbosa & Christian Hurtado,NEAT,Westport,0,Top with Grapefruit soda. Shake and strain into ice filled glass.,0,0
630,248,Matt Grippo,Blackbird,San Francisco,0,Topped with about 4 oz. of LaCroix Pamplemousse. Garnish with grapefruit twist and thyme.,0,0
631,460,Francesco Lafranconi,,,0,Use an empty bottle of 750ml capacity and combine together 12 ounces - 360 ml of each of the two liqueurs and store in the freezer. Serve very cold in a small cordial glass without ice.,0,0
632,369,,,,57,"Using a grater, slice 1 peel of grapefruit into a double old-fashioned glass, angling into the glass in order to get the expressed citrus. Then add Cinnamon-Clove Syrup and 3 large ice cubes.

Separately, in a large mixing glass full of ice, pour in Chinaco Anejo Tequila. Using a barspoon, stir for 28-33 rotations. Strain tequila into prepared glass. Add 4 drops of Bittermens Hellfire Bitters. Garnish and enjoy.

*Cinnamon-Clove Syrup:  
-- 2 C Water
-- 1 C Demarea Sugar
-- 4-5 Cinnamon Sticks
-- 7-9 Cloves

Combine Water and Demarea in a pot and bring to a simmer until the sugar is dissolved. Remove from heat. Add Cinnamon Sticks and Cloves and let steep. Leave at room temperature, overnight. Once cooled, strain into a squeeze bottle and refrigerate.",0,0
633,629,,,,40,"Warm and flame H by Hine VSOP Fine Champagne in metal mug like a Blue Blazer without the tossing back and forth.
Douse flame of heated brandy with cacao, top with foamed cream.
Garnish with freshly grated nutmeg.
",0,0
634,441,Sean McClure,,,43,Wet half of the rim of a 13 oz. rocks glass with Benedictine. Shake off the excess Benedictine to avoid clumping on the rim and dip it into the peanut butter powder. Flick the glass to shake the excess powder off. Place the glass in a cooler to chill the glass. In a frozen mixing glass combine all liquid ingredients with equal parts cracked ice and whole hard ice. Stir the cocktail for 45 seconds. Remove the glass from the cooler and place a 2 in. hard ice cube in it. Double strain the cocktail into the glass. Spritz the cocktail with both of the twists. Make sure to release all the essential oils into the cocktail. Discard the twists.,0,0
635,13,Lucia Stucki,Mora Bar & Kitchen,United Kingdom,15,"Wet shake all ingredients except grapefruit soda, pour over ice and top with grapefruit soda. Rim glass with grapefruit demerara. Add dehydrated grapefruit wheel and slice of fresh root ginger for garnish.",0,0
636,143,,Honeycut,Los Angeles,27,Whip / Dump / Crushed,0,0
637,300,Hung Nguyen,Caffe Dante,New York,16,Whisk ingredients in birdie (or tin). Pour into coupe glass and top with Prosecco (1 oz). Garnish with dehydrated orange wheel. Spray orange flower from atomizer.,0,0
638,73,Monica Anderson,Republic Street Bar,Fort Worth,0,This is a recipe for Jello Shots!,0,0
639,534,Adam Delaney,,San Francisco,0,Combine all ingredients in a punch bowl. Mix well.,0,0
640,330,Nick Jones,Pabu,San Francisco,28,Muddle Okinawa sugar with bitters. Add whisky and stir. Top with soda.,0,0
641,194,Sean McClure,,,0,Combine all ingredients in a large pitcher and mix well. Store in fridge over night to let all the flavors meld together.,0,0
642,60,Kate Grutman,,Los Angeles,0,,0,0
643,613,Kate Grutman,,Los Angeles,27,,0,0
644,490,Ann Maynard,,Austin,0,,0,0
645,97,Naomi Levy,,Boston,0,,0,0
646,275,Liz Pearce,,Chicago,0,,0,0
647,206,Brittini Rae,,Los Angeles,0,,0,0
648,296,KJ Williams,,New York,0,,0,0
649,626,Michael Jack Pazdon,,San Francisco,0,,0,0
650,26,,,,12,,0,0
651,509,Karen Grill,The Spare Room,Los Angeles,0,,0,0
652,222,,,,15,,0,0
653,198,Reza Esmaili,,San Francisco,27,,0,0
654,5,,,,0,,0,0
655,551,Michael Parish,,Miami,0,,0,0
656,301,,,San Francisco,43,,0,0
657,342,,,,0,,0,0
658,177,,Five Star,Chicago,0,,0,0
659,178,Nick Meyer,The Soigne Group,Los Angeles,57,,0,0
660,225,Nick Meyer,The Soigne Group,Los Angeles,57,,0,0
661,599,Nick Meyer,The Soigne Group,Los Angeles,27,,0,0
662,203,Kevin Diedrich,,San Francisco,0,,0,0
663,16,Kevin Diedrich,,San Francisco,0,,0,0
664,221,Kevin Diedrich,,San Francisco,0,,0,0
665,429,Kevin Diedrich,,San Francisco,0,,0,0
666,501,,,,0,,0,0
667,64,Morgan Schick,Jupiter Olympus,San Francisco,0,,0,0
668,76,,,,0,,0,0
669,539,,,,0,,0,0
670,582,Kevin Diedrich,,,27,,0,0
671,323,Takumi  Watanabe,The Sailing Bar,Japan,0,,0,0
672,299,,,,57,,0,0
673,666,,,,15,,0,0
674,619,Enrique Sanchez,,,0,,0,0
675,370,Kenta Goto,Bar Goto,New York,0,,0,0
676,425,Brandon Bigalke,Wingtip,San Francisco,0,,0,0
677,401,Ashley Wacker,Wish Bar,San Francisco,0,,0,0
678,327,Ashley Rose Conway,,,0,,0,0
679,170,Theo Sabatini,Novo Restaurant Lounge,San Luis Obispo,0,,0,0
680,229,Revae Schneider,Bar Siena,Chicago,0,,0,0
681,15,Revae Schneider,Siena Tavern,Chicago,0,,0,0
682,664,,,,0,,0,0
683,410,Jarred Weigand,Death & Co.,New York,0,,0,0
684,499,Jacyara de Oliveira,"Rob Roy, The Hideout",Seattle,0,,0,0
685,63,Patrick Halloran,Henrietta Red,Nashville,0,,0,0
686,316,Jason Patz,Union Lodge No.1,Denver,0,,0,0
