,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,genreId,BinProb
335,2.0,70.0,66.0,2.0,42.0,0.0,3
336,2.0,70.0,66.0,2.0,42.0,3.0,5
337,2.0,70.0,66.0,2.0,42.0,2.0,19
338,2.0,70.0,66.0,2.0,42.0,16.0,12
339,2.0,70.0,66.0,2.0,42.0,8.0,17
348,2.0,70.0,66.0,2.0,42.0,4.0,1
341,2.0,70.0,66.0,2.0,42.0,3.0,5
342,2.0,70.0,66.0,2.0,42.0,0.0,3
70647,0.0,16.0,46.0,30.0,66.0,0.0,4
343,2.0,70.0,66.0,2.0,42.0,14.0,15
344,2.0,70.0,66.0,2.0,42.0,3.0,5
345,2.0,70.0,66.0,2.0,42.0,0.0,3
61589,60.0,70.0,92.0,98.0,62.0,3.0,14
61768,60.0,70.0,92.0,98.0,62.0,0.0,17
61894,60.0,70.0,92.0,98.0,62.0,14.0,4
69635,46.0,92.0,80.0,68.0,56.0,0.0,14
69777,46.0,92.0,80.0,68.0,56.0,3.0,9
69778,46.0,92.0,80.0,68.0,56.0,14.0,5
349,94.0,24.0,84.0,96.0,56.0,11.0,19
350,94.0,24.0,84.0,96.0,56.0,3.0,17
351,94.0,24.0,84.0,96.0,56.0,9.0,16
352,94.0,24.0,84.0,96.0,56.0,3.0,17
353,94.0,24.0,84.0,96.0,56.0,2.0,2
356,94.0,24.0,84.0,96.0,56.0,0.0,14
354,94.0,24.0,84.0,96.0,56.0,3.0,17
355,94.0,24.0,84.0,96.0,56.0,3.0,17
28242,24.0,58.0,64.0,42.0,38.0,3.0,9
357,94.0,24.0,84.0,96.0,56.0,3.0,17
358,94.0,24.0,84.0,96.0,56.0,2.0,2
359,94.0,24.0,84.0,96.0,56.0,11.0,19
360,94.0,24.0,84.0,96.0,56.0,4.0,17
361,94.0,24.0,84.0,96.0,56.0,3.0,17
362,94.0,24.0,84.0,96.0,56.0,11.0,19
363,94.0,24.0,84.0,96.0,56.0,5.0,11
365,94.0,24.0,84.0,96.0,56.0,3.0,17
364,94.0,24.0,84.0,96.0,56.0,11.0,19
371,94.0,24.0,84.0,96.0,56.0,4.0,17
366,94.0,24.0,84.0,96.0,56.0,3.0,17
367,94.0,24.0,84.0,96.0,56.0,10.0,11
23151,4.0,74.0,10.0,16.0,16.0,10.0,7
41476,16.0,72.0,36.0,66.0,14.0,10.0,10
368,94.0,24.0,84.0,96.0,56.0,9.0,16
370,94.0,24.0,84.0,96.0,56.0,13.0,5
379,94.0,24.0,84.0,96.0,56.0,12.0,11
369,94.0,24.0,84.0,96.0,56.0,3.0,17
372,94.0,24.0,84.0,96.0,56.0,17.0,10
373,94.0,24.0,84.0,96.0,56.0,13.0,5
374,94.0,24.0,84.0,96.0,56.0,9.0,16
375,94.0,24.0,84.0,96.0,56.0,11.0,19
376,94.0,24.0,84.0,96.0,56.0,3.0,17
2183,80.0,8.0,64.0,90.0,16.0,3.0,18
14265,56.0,72.0,84.0,6.0,90.0,3.0,3
64321,18.0,64.0,62.0,74.0,92.0,3.0,8
377,94.0,24.0,84.0,96.0,56.0,11.0,19
378,94.0,24.0,84.0,96.0,56.0,11.0,19
380,94.0,24.0,84.0,96.0,56.0,18.0,12
381,94.0,24.0,84.0,96.0,56.0,4.0,17
389,94.0,24.0,84.0,96.0,56.0,11.0,19
33748,68.0,82.0,68.0,20.0,18.0,18.0,6
33749,68.0,82.0,68.0,20.0,18.0,11.0,8
33750,68.0,82.0,68.0,20.0,18.0,4.0,9
382,94.0,24.0,84.0,96.0,56.0,11.0,19
383,94.0,24.0,84.0,96.0,56.0,3.0,17
384,94.0,24.0,84.0,96.0,56.0,2.0,2
385,94.0,24.0,84.0,96.0,56.0,3.0,17
45335,58.0,74.0,28.0,38.0,50.0,3.0,5
386,94.0,24.0,84.0,96.0,56.0,11.0,19
387,94.0,24.0,84.0,96.0,56.0,3.0,17
388,94.0,24.0,84.0,96.0,56.0,3.0,17
10617,74.0,34.0,36.0,86.0,4.0,3.0,15
38695,84.0,86.0,2.0,74.0,26.0,3.0,7
390,94.0,24.0,84.0,96.0,56.0,3.0,17
391,94.0,24.0,84.0,96.0,56.0,3.0,17
407,94.0,24.0,84.0,96.0,56.0,16.0,6
408,94.0,24.0,84.0,96.0,56.0,9.0,16
25966,82.0,72.0,62.0,64.0,56.0,3.0,9
25967,82.0,72.0,62.0,64.0,56.0,9.0,11
25968,82.0,72.0,62.0,64.0,56.0,16.0,5
392,94.0,24.0,84.0,96.0,56.0,4.0,17
434,94.0,24.0,84.0,96.0,56.0,16.0,6
35068,70.0,6.0,56.0,6.0,50.0,16.0,11
35069,70.0,6.0,56.0,6.0,50.0,4.0,10
393,94.0,24.0,84.0,96.0,56.0,0.0,14
401,94.0,24.0,84.0,96.0,56.0,3.0,17
412,94.0,24.0,84.0,96.0,56.0,11.0,19
63884,48.0,68.0,28.0,76.0,88.0,0.0,11
63885,48.0,68.0,28.0,76.0,88.0,3.0,6
63886,48.0,68.0,28.0,76.0,88.0,11.0,16
394,94.0,24.0,84.0,96.0,56.0,16.0,6
395,94.0,24.0,84.0,96.0,56.0,9.0,16
396,94.0,24.0,84.0,96.0,56.0,15.0,18
397,94.0,24.0,84.0,96.0,56.0,11.0,19
398,94.0,24.0,84.0,96.0,56.0,3.0,17
399,94.0,24.0,84.0,96.0,56.0,11.0,19
11716,58.0,46.0,90.0,42.0,86.0,11.0,15
400,94.0,24.0,84.0,96.0,56.0,10.0,11
28805,4.0,92.0,8.0,58.0,70.0,10.0,15
402,94.0,24.0,84.0,96.0,56.0,11.0,19
403,94.0,24.0,84.0,96.0,56.0,0.0,14
411,94.0,24.0,84.0,96.0,56.0,3.0,17
404,94.0,24.0,84.0,96.0,56.0,16.0,6
48299,26.0,52.0,44.0,38.0,66.0,16.0,7
405,94.0,24.0,84.0,96.0,56.0,15.0,18
406,94.0,24.0,84.0,96.0,56.0,3.0,17
409,94.0,24.0,84.0,96.0,56.0,3.0,17
410,94.0,24.0,84.0,96.0,56.0,4.0,17
435,94.0,24.0,84.0,96.0,56.0,15.0,18
480,94.0,24.0,84.0,96.0,56.0,16.0,6
413,94.0,24.0,84.0,96.0,56.0,13.0,5
414,94.0,24.0,84.0,96.0,56.0,3.0,17
415,94.0,24.0,84.0,96.0,56.0,3.0,17
42915,78.0,18.0,38.0,0.0,58.0,3.0,5
416,94.0,24.0,84.0,96.0,56.0,3.0,17
3491,82.0,62.0,78.0,38.0,14.0,3.0,11
417,94.0,24.0,84.0,96.0,56.0,8.0,0
418,94.0,24.0,84.0,96.0,56.0,3.0,17
15006,76.0,50.0,96.0,38.0,34.0,8.0,10
15007,76.0,50.0,96.0,38.0,34.0,3.0,12
419,94.0,24.0,84.0,96.0,56.0,16.0,6
420,94.0,24.0,84.0,96.0,56.0,9.0,16
421,94.0,24.0,84.0,96.0,56.0,2.0,2
22085,32.0,34.0,38.0,48.0,72.0,16.0,7
22109,32.0,34.0,38.0,48.0,72.0,9.0,9
22110,32.0,34.0,38.0,48.0,72.0,2.0,11
46154,10.0,6.0,94.0,30.0,74.0,2.0,11
46155,10.0,6.0,94.0,30.0,74.0,9.0,9
46156,10.0,6.0,94.0,30.0,74.0,16.0,12
422,94.0,24.0,84.0,96.0,56.0,16.0,6
423,94.0,24.0,84.0,96.0,56.0,13.0,5
424,94.0,24.0,84.0,96.0,56.0,11.0,19
425,94.0,24.0,84.0,96.0,56.0,11.0,19
426,94.0,24.0,84.0,96.0,56.0,3.0,17
427,94.0,24.0,84.0,96.0,56.0,0.0,14
428,94.0,24.0,84.0,96.0,56.0,11.0,19
429,94.0,24.0,84.0,96.0,56.0,5.0,11
430,94.0,24.0,84.0,96.0,56.0,3.0,17
69233,48.0,20.0,80.0,46.0,42.0,11.0,15
69234,48.0,20.0,80.0,46.0,42.0,5.0,8
69235,48.0,20.0,80.0,46.0,42.0,3.0,13
431,94.0,24.0,84.0,96.0,56.0,13.0,5
432,94.0,24.0,84.0,96.0,56.0,12.0,11
433,94.0,24.0,84.0,96.0,56.0,9.0,16
31759,16.0,74.0,88.0,8.0,98.0,9.0,2
31760,16.0,74.0,88.0,8.0,98.0,12.0,1
31761,16.0,74.0,88.0,8.0,98.0,13.0,8
69209,48.0,20.0,80.0,46.0,42.0,9.0,13
69220,48.0,20.0,80.0,46.0,42.0,12.0,5
69236,48.0,20.0,80.0,46.0,42.0,13.0,11
436,94.0,24.0,84.0,96.0,56.0,15.0,18
462,94.0,24.0,84.0,96.0,56.0,3.0,17
463,94.0,24.0,84.0,96.0,56.0,0.0,14
437,94.0,24.0,84.0,96.0,56.0,12.0,11
499,94.0,24.0,84.0,96.0,56.0,16.0,6
500,94.0,24.0,84.0,96.0,56.0,13.0,5
438,94.0,24.0,84.0,96.0,56.0,4.0,17
439,94.0,24.0,84.0,96.0,56.0,3.0,17
440,94.0,24.0,84.0,96.0,56.0,3.0,17
35407,16.0,28.0,98.0,32.0,44.0,3.0,12
66222,88.0,54.0,96.0,90.0,10.0,3.0,18
441,94.0,24.0,84.0,96.0,56.0,3.0,17
442,94.0,24.0,84.0,96.0,56.0,0.0,14
443,94.0,24.0,84.0,96.0,56.0,5.0,11
444,94.0,24.0,84.0,96.0,56.0,12.0,11
445,94.0,24.0,84.0,96.0,56.0,11.0,19
446,94.0,24.0,84.0,96.0,56.0,0.0,14
457,94.0,24.0,84.0,96.0,56.0,11.0,19
458,94.0,24.0,84.0,96.0,56.0,19.0,19
447,94.0,24.0,84.0,96.0,56.0,16.0,6
456,94.0,24.0,84.0,96.0,56.0,9.0,16
448,94.0,24.0,84.0,96.0,56.0,15.0,18
449,94.0,24.0,84.0,96.0,56.0,3.0,17
450,94.0,24.0,84.0,96.0,56.0,0.0,14
11834,70.0,76.0,74.0,60.0,54.0,0.0,12
11836,70.0,76.0,74.0,60.0,54.0,15.0,17
11837,70.0,76.0,74.0,60.0,54.0,3.0,9
67990,30.0,40.0,58.0,58.0,90.0,0.0,11
67991,30.0,40.0,58.0,58.0,90.0,3.0,8
67992,30.0,40.0,58.0,58.0,90.0,15.0,15
451,94.0,24.0,84.0,96.0,56.0,5.0,11
452,94.0,24.0,84.0,96.0,56.0,3.0,17
453,94.0,24.0,84.0,96.0,56.0,11.0,19
454,94.0,24.0,84.0,96.0,56.0,3.0,17
455,94.0,24.0,84.0,96.0,56.0,11.0,19
36931,52.0,84.0,6.0,76.0,80.0,11.0,15
459,94.0,24.0,84.0,96.0,56.0,3.0,17
477,94.0,24.0,84.0,96.0,56.0,12.0,11
478,94.0,24.0,84.0,96.0,56.0,7.0,12
46272,88.0,22.0,64.0,2.0,64.0,3.0,6
46273,88.0,22.0,64.0,2.0,64.0,7.0,11
46274,88.0,22.0,64.0,2.0,64.0,12.0,5
68394,88.0,0.0,48.0,10.0,48.0,12.0,5
68395,88.0,0.0,48.0,10.0,48.0,7.0,13
68396,88.0,0.0,48.0,10.0,48.0,3.0,9
460,94.0,24.0,84.0,96.0,56.0,11.0,19
461,94.0,24.0,84.0,96.0,56.0,3.0,17
464,94.0,24.0,84.0,96.0,56.0,9.0,16
465,94.0,24.0,84.0,96.0,56.0,3.0,17
466,94.0,24.0,84.0,96.0,56.0,2.0,2
467,94.0,24.0,84.0,96.0,56.0,3.0,17
28006,64.0,18.0,92.0,20.0,0.0,3.0,14
468,94.0,24.0,84.0,96.0,56.0,11.0,19
469,94.0,24.0,84.0,96.0,56.0,0.0,14
470,94.0,24.0,84.0,96.0,56.0,3.0,17
471,94.0,24.0,84.0,96.0,56.0,2.0,2
472,94.0,24.0,84.0,96.0,56.0,16.0,6
473,94.0,24.0,84.0,96.0,56.0,3.0,17
474,94.0,24.0,84.0,96.0,56.0,2.0,2
475,94.0,24.0,84.0,96.0,56.0,3.0,17
476,94.0,24.0,84.0,96.0,56.0,3.0,17
479,94.0,24.0,84.0,96.0,56.0,10.0,11
38244,12.0,6.0,52.0,84.0,88.0,10.0,8
481,94.0,24.0,84.0,96.0,56.0,17.0,10
482,94.0,24.0,84.0,96.0,56.0,3.0,17
524,94.0,24.0,84.0,96.0,56.0,12.0,11
483,94.0,24.0,84.0,96.0,56.0,3.0,17
484,94.0,24.0,84.0,96.0,56.0,0.0,14
491,94.0,24.0,84.0,96.0,56.0,11.0,19
485,94.0,24.0,84.0,96.0,56.0,11.0,19
61045,52.0,56.0,44.0,86.0,14.0,11.0,15
486,94.0,24.0,84.0,96.0,56.0,3.0,17
487,94.0,24.0,84.0,96.0,56.0,0.0,14
488,94.0,24.0,84.0,96.0,56.0,9.0,16
489,94.0,24.0,84.0,96.0,56.0,10.0,11
490,94.0,24.0,84.0,96.0,56.0,11.0,19
492,94.0,24.0,84.0,96.0,56.0,16.0,6
493,94.0,24.0,84.0,96.0,56.0,3.0,17
501,94.0,24.0,84.0,96.0,56.0,14.0,5
12928,54.0,54.0,52.0,72.0,68.0,3.0,9
12942,54.0,54.0,52.0,72.0,68.0,16.0,5
12943,54.0,54.0,52.0,72.0,68.0,14.0,6
27758,64.0,18.0,92.0,20.0,0.0,14.0,17
27874,64.0,18.0,92.0,20.0,0.0,3.0,14
28007,64.0,18.0,92.0,20.0,0.0,16.0,16
494,94.0,24.0,84.0,96.0,56.0,3.0,17
495,94.0,24.0,84.0,96.0,56.0,0.0,14
46270,88.0,22.0,64.0,2.0,64.0,0.0,5
46271,88.0,22.0,64.0,2.0,64.0,3.0,6
496,94.0,24.0,84.0,96.0,56.0,19.0,19
497,94.0,24.0,84.0,96.0,56.0,18.0,12
498,94.0,24.0,84.0,96.0,56.0,5.0,11
502,94.0,24.0,84.0,96.0,56.0,13.0,5
503,94.0,24.0,84.0,96.0,56.0,3.0,17
504,94.0,24.0,84.0,96.0,56.0,7.0,12
523,94.0,24.0,84.0,96.0,56.0,11.0,19
505,94.0,24.0,84.0,96.0,56.0,6.0,8
506,94.0,24.0,84.0,96.0,56.0,3.0,17
507,94.0,24.0,84.0,96.0,56.0,3.0,17
508,94.0,24.0,84.0,96.0,56.0,2.0,2
509,94.0,24.0,84.0,96.0,56.0,0.0,14
510,94.0,24.0,84.0,96.0,56.0,3.0,17
2182,80.0,8.0,64.0,90.0,16.0,3.0,18
511,94.0,24.0,84.0,96.0,56.0,3.0,17
512,94.0,24.0,84.0,96.0,56.0,11.0,19
513,94.0,24.0,84.0,96.0,56.0,3.0,17
70681,0.0,16.0,46.0,30.0,66.0,3.0,8
514,94.0,24.0,84.0,96.0,56.0,11.0,19
515,94.0,24.0,84.0,96.0,56.0,3.0,17
516,94.0,24.0,84.0,96.0,56.0,9.0,16
517,94.0,24.0,84.0,96.0,56.0,11.0,19
518,94.0,24.0,84.0,96.0,56.0,2.0,2
519,94.0,24.0,84.0,96.0,56.0,10.0,11
520,94.0,24.0,84.0,96.0,56.0,11.0,19
521,94.0,24.0,84.0,96.0,56.0,11.0,19
522,94.0,24.0,84.0,96.0,56.0,0.0,14
71169,54.0,78.0,78.0,44.0,76.0,11.0,12
71170,54.0,78.0,78.0,44.0,76.0,0.0,13
525,94.0,24.0,84.0,96.0,56.0,18.0,12
527,94.0,24.0,84.0,96.0,56.0,4.0,17
659,94.0,24.0,84.0,96.0,56.0,5.0,11
1809,12.0,6.0,4.0,40.0,62.0,4.0,1
1925,12.0,6.0,4.0,40.0,62.0,5.0,10
2071,12.0,6.0,4.0,40.0,62.0,18.0,10
526,94.0,24.0,84.0,96.0,56.0,12.0,11
587,94.0,24.0,84.0,96.0,56.0,3.0,17
588,94.0,24.0,84.0,96.0,56.0,2.0,2
528,94.0,24.0,84.0,96.0,56.0,2.0,2
529,94.0,24.0,84.0,96.0,56.0,16.0,6
530,94.0,24.0,84.0,96.0,56.0,9.0,16
531,94.0,24.0,84.0,96.0,56.0,11.0,19
532,94.0,24.0,84.0,96.0,56.0,3.0,17
533,94.0,24.0,84.0,96.0,56.0,8.0,0
534,94.0,24.0,84.0,96.0,56.0,3.0,17
535,94.0,24.0,84.0,96.0,56.0,0.0,14
2751,40.0,78.0,6.0,14.0,34.0,8.0,11
2752,40.0,78.0,6.0,14.0,34.0,3.0,2
2753,40.0,78.0,6.0,14.0,34.0,0.0,0
536,94.0,24.0,84.0,96.0,56.0,0.0,14
548,94.0,24.0,84.0,96.0,56.0,3.0,17
558,94.0,24.0,84.0,96.0,56.0,19.0,19
537,94.0,24.0,84.0,96.0,56.0,3.0,17
538,94.0,24.0,84.0,96.0,56.0,3.0,17
539,94.0,24.0,84.0,96.0,56.0,0.0,14
546,94.0,24.0,84.0,96.0,56.0,11.0,19
15457,86.0,10.0,4.0,54.0,74.0,11.0,19
15458,86.0,10.0,4.0,54.0,74.0,3.0,7
15459,86.0,10.0,4.0,54.0,74.0,0.0,4
540,94.0,24.0,84.0,96.0,56.0,10.0,11
58574,0.0,50.0,94.0,40.0,2.0,10.0,1
541,94.0,24.0,84.0,96.0,56.0,16.0,6
55280,10.0,24.0,42.0,44.0,60.0,16.0,9
542,94.0,24.0,84.0,96.0,56.0,10.0,11
543,94.0,24.0,84.0,96.0,56.0,13.0,5
544,94.0,24.0,84.0,96.0,56.0,3.0,17
545,94.0,24.0,84.0,96.0,56.0,3.0,17
547,94.0,24.0,84.0,96.0,56.0,11.0,19
549,94.0,24.0,84.0,96.0,56.0,0.0,14
566,94.0,24.0,84.0,96.0,56.0,11.0,19
567,94.0,24.0,84.0,96.0,56.0,3.0,17
550,94.0,24.0,84.0,96.0,56.0,3.0,17
3932,20.0,34.0,4.0,60.0,64.0,3.0,7
46835,12.0,14.0,54.0,68.0,48.0,3.0,13
551,94.0,24.0,84.0,96.0,56.0,9.0,16
552,94.0,24.0,84.0,96.0,56.0,3.0,17
553,94.0,24.0,84.0,96.0,56.0,3.0,17
554,94.0,24.0,84.0,96.0,56.0,17.0,10
555,94.0,24.0,84.0,96.0,56.0,15.0,18
556,94.0,24.0,84.0,96.0,56.0,13.0,5
557,94.0,24.0,84.0,96.0,56.0,10.0,11
559,94.0,24.0,84.0,96.0,56.0,6.0,8
560,94.0,24.0,84.0,96.0,56.0,12.0,11
561,94.0,24.0,84.0,96.0,56.0,3.0,17
568,94.0,24.0,84.0,96.0,56.0,17.0,10
562,94.0,24.0,84.0,96.0,56.0,12.0,11
563,94.0,24.0,84.0,96.0,56.0,3.0,17
564,94.0,24.0,84.0,96.0,56.0,3.0,17
565,94.0,24.0,84.0,96.0,56.0,0.0,14
569,94.0,24.0,84.0,96.0,56.0,9.0,16
570,94.0,24.0,84.0,96.0,56.0,3.0,17
571,94.0,24.0,84.0,96.0,56.0,2.0,2
572,94.0,24.0,84.0,96.0,56.0,4.0,17
580,94.0,24.0,84.0,96.0,56.0,16.0,6
573,94.0,24.0,84.0,96.0,56.0,16.0,6
574,94.0,24.0,84.0,96.0,56.0,3.0,17
575,94.0,24.0,84.0,96.0,56.0,0.0,14
46836,12.0,14.0,54.0,68.0,48.0,16.0,10
46838,12.0,14.0,54.0,68.0,48.0,0.0,6
46855,12.0,14.0,54.0,68.0,48.0,3.0,13
576,94.0,24.0,84.0,96.0,56.0,3.0,17
577,94.0,24.0,84.0,96.0,56.0,2.0,2
11002,2.0,38.0,38.0,84.0,14.0,3.0,14
11003,2.0,38.0,38.0,84.0,14.0,2.0,15
32172,26.0,52.0,82.0,0.0,30.0,2.0,19
32173,26.0,52.0,82.0,0.0,30.0,3.0,8
578,94.0,24.0,84.0,96.0,56.0,16.0,6
579,94.0,24.0,84.0,96.0,56.0,11.0,19
581,94.0,24.0,84.0,96.0,56.0,2.0,2
23914,78.0,46.0,52.0,92.0,50.0,2.0,6
23915,78.0,46.0,52.0,92.0,50.0,11.0,19
23916,78.0,46.0,52.0,92.0,50.0,16.0,5
582,94.0,24.0,84.0,96.0,56.0,3.0,17
583,94.0,24.0,84.0,96.0,56.0,0.0,14
590,94.0,24.0,84.0,96.0,56.0,11.0,19
584,94.0,24.0,84.0,96.0,56.0,11.0,19
585,94.0,24.0,84.0,96.0,56.0,2.0,2
56511,70.0,52.0,14.0,94.0,44.0,2.0,8
56512,70.0,52.0,14.0,94.0,44.0,11.0,18
586,94.0,24.0,84.0,96.0,56.0,2.0,2
704,94.0,24.0,84.0,96.0,56.0,9.0,16
589,94.0,24.0,84.0,96.0,56.0,3.0,17
591,94.0,24.0,84.0,96.0,56.0,2.0,2
592,94.0,24.0,84.0,96.0,56.0,11.0,19
593,94.0,24.0,84.0,96.0,56.0,5.0,11
612,94.0,24.0,84.0,96.0,56.0,11.0,19
594,94.0,24.0,84.0,96.0,56.0,9.0,16
595,94.0,24.0,84.0,96.0,56.0,3.0,17
596,94.0,24.0,84.0,96.0,56.0,2.0,2
17735,6.0,66.0,18.0,74.0,26.0,3.0,9
17736,6.0,66.0,18.0,74.0,26.0,9.0,11
17867,6.0,66.0,18.0,74.0,26.0,2.0,16
597,94.0,24.0,84.0,96.0,56.0,9.0,16
598,94.0,24.0,84.0,96.0,56.0,3.0,17
599,94.0,24.0,84.0,96.0,56.0,0.0,14
600,94.0,24.0,84.0,96.0,56.0,10.0,11
601,94.0,24.0,84.0,96.0,56.0,3.0,17
51022,40.0,84.0,92.0,62.0,12.0,3.0,13
602,94.0,24.0,84.0,96.0,56.0,13.0,5
603,94.0,24.0,84.0,96.0,56.0,9.0,16
604,94.0,24.0,84.0,96.0,56.0,7.0,12
53021,28.0,10.0,6.0,86.0,62.0,9.0,13
53022,28.0,10.0,6.0,86.0,62.0,7.0,7
53033,28.0,10.0,6.0,86.0,62.0,13.0,9
64834,22.0,20.0,60.0,12.0,82.0,7.0,5
64835,22.0,20.0,60.0,12.0,82.0,9.0,7
64836,22.0,20.0,60.0,12.0,82.0,13.0,11
67022,76.0,94.0,26.0,8.0,42.0,7.0,4
67023,76.0,94.0,26.0,8.0,42.0,9.0,8
67024,76.0,94.0,26.0,8.0,42.0,13.0,15
605,94.0,24.0,84.0,96.0,56.0,10.0,11
606,94.0,24.0,84.0,96.0,56.0,11.0,19
607,94.0,24.0,84.0,96.0,56.0,9.0,16
608,94.0,24.0,84.0,96.0,56.0,3.0,17
609,94.0,24.0,84.0,96.0,56.0,18.0,12
610,94.0,24.0,84.0,96.0,56.0,11.0,19
611,94.0,24.0,84.0,96.0,56.0,4.0,17
613,94.0,24.0,84.0,96.0,56.0,6.0,8
614,94.0,24.0,84.0,96.0,56.0,11.0,19
615,94.0,24.0,84.0,96.0,56.0,4.0,17
616,94.0,24.0,84.0,96.0,56.0,7.0,12
679,94.0,24.0,84.0,96.0,56.0,11.0,19
617,94.0,24.0,84.0,96.0,56.0,4.0,17
618,94.0,24.0,84.0,96.0,56.0,3.0,17
625,94.0,24.0,84.0,96.0,56.0,16.0,6
6896,10.0,60.0,72.0,40.0,72.0,3.0,7
6897,10.0,60.0,72.0,40.0,72.0,4.0,2
6898,10.0,60.0,72.0,40.0,72.0,16.0,8
25673,78.0,24.0,84.0,8.0,40.0,3.0,10
25727,78.0,24.0,84.0,8.0,40.0,4.0,13
25728,78.0,24.0,84.0,8.0,40.0,16.0,12
619,94.0,24.0,84.0,96.0,56.0,11.0,19
620,94.0,24.0,84.0,96.0,56.0,3.0,17
621,94.0,24.0,84.0,96.0,56.0,8.0,0
622,94.0,24.0,84.0,96.0,56.0,3.0,17
623,94.0,24.0,84.0,96.0,56.0,0.0,14
624,94.0,24.0,84.0,96.0,56.0,6.0,8
626,94.0,24.0,84.0,96.0,56.0,3.0,17
627,94.0,24.0,84.0,96.0,56.0,0.0,14
635,94.0,24.0,84.0,96.0,56.0,3.0,17
823,4.0,46.0,64.0,26.0,6.0,0.0,1
824,4.0,46.0,64.0,26.0,6.0,3.0,11
628,94.0,24.0,84.0,96.0,56.0,10.0,11
27756,36.0,48.0,56.0,40.0,90.0,10.0,9
61044,52.0,56.0,44.0,86.0,14.0,10.0,12
61777,60.0,70.0,92.0,98.0,62.0,10.0,13
629,94.0,24.0,84.0,96.0,56.0,11.0,19
630,94.0,24.0,84.0,96.0,56.0,0.0,14
67988,30.0,40.0,58.0,58.0,90.0,0.0,11
67989,30.0,40.0,58.0,58.0,90.0,11.0,16
631,94.0,24.0,84.0,96.0,56.0,11.0,19
66880,26.0,72.0,52.0,84.0,42.0,11.0,14
632,94.0,24.0,84.0,96.0,56.0,11.0,19
633,94.0,24.0,84.0,96.0,56.0,7.0,12
634,94.0,24.0,84.0,96.0,56.0,6.0,8
43883,66.0,48.0,32.0,30.0,40.0,7.0,7
43884,66.0,48.0,32.0,30.0,40.0,6.0,9
636,94.0,24.0,84.0,96.0,56.0,11.0,19
637,94.0,24.0,84.0,96.0,56.0,3.0,17
638,94.0,24.0,84.0,96.0,56.0,1.0,8
656,94.0,24.0,84.0,96.0,56.0,10.0,11
657,94.0,24.0,84.0,96.0,56.0,6.0,8
40464,78.0,64.0,6.0,82.0,18.0,10.0,16
40465,78.0,64.0,6.0,82.0,18.0,6.0,12
40466,78.0,64.0,6.0,82.0,18.0,1.0,13
639,94.0,24.0,84.0,96.0,56.0,11.0,19
640,94.0,24.0,84.0,96.0,56.0,3.0,17
641,94.0,24.0,84.0,96.0,56.0,0.0,14
24404,68.0,86.0,84.0,8.0,10.0,11.0,6
24405,68.0,86.0,84.0,8.0,10.0,3.0,8
24406,68.0,86.0,84.0,8.0,10.0,0.0,5
642,94.0,24.0,84.0,96.0,56.0,11.0,19
643,94.0,24.0,84.0,96.0,56.0,3.0,17
644,94.0,24.0,84.0,96.0,56.0,1.0,8
645,94.0,24.0,84.0,96.0,56.0,3.0,17
646,94.0,24.0,84.0,96.0,56.0,3.0,17
647,94.0,24.0,84.0,96.0,56.0,3.0,17
648,94.0,24.0,84.0,96.0,56.0,2.0,2
69210,48.0,20.0,80.0,46.0,42.0,3.0,13
69211,48.0,20.0,80.0,46.0,42.0,2.0,11
649,94.0,24.0,84.0,96.0,56.0,16.0,6
650,94.0,24.0,84.0,96.0,56.0,3.0,17
651,94.0,24.0,84.0,96.0,56.0,2.0,2
652,94.0,24.0,84.0,96.0,56.0,3.0,17
653,94.0,24.0,84.0,96.0,56.0,13.0,5
654,94.0,24.0,84.0,96.0,56.0,3.0,17
655,94.0,24.0,84.0,96.0,56.0,3.0,17
658,94.0,24.0,84.0,96.0,56.0,3.0,17
40106,56.0,2.0,8.0,2.0,30.0,3.0,6
660,94.0,24.0,84.0,96.0,56.0,3.0,17
28215,24.0,58.0,64.0,42.0,38.0,3.0,9
67488,10.0,36.0,34.0,82.0,80.0,3.0,9
661,94.0,24.0,84.0,96.0,56.0,13.0,5
662,94.0,24.0,84.0,96.0,56.0,3.0,17
670,94.0,24.0,84.0,96.0,56.0,11.0,19
663,94.0,24.0,84.0,96.0,56.0,16.0,6
664,94.0,24.0,84.0,96.0,56.0,11.0,19
665,94.0,24.0,84.0,96.0,56.0,4.0,17
666,94.0,24.0,84.0,96.0,56.0,13.0,5
667,94.0,24.0,84.0,96.0,56.0,12.0,11
668,94.0,24.0,84.0,96.0,56.0,3.0,17
18183,86.0,40.0,32.0,74.0,0.0,13.0,14
18184,86.0,40.0,32.0,74.0,0.0,12.0,16
18185,86.0,40.0,32.0,74.0,0.0,3.0,14
669,94.0,24.0,84.0,96.0,56.0,14.0,5
671,94.0,24.0,84.0,96.0,56.0,4.0,17
672,94.0,24.0,84.0,96.0,56.0,11.0,19
673,94.0,24.0,84.0,96.0,56.0,13.0,5
674,94.0,24.0,84.0,96.0,56.0,7.0,12
675,94.0,24.0,84.0,96.0,56.0,3.0,17
676,94.0,24.0,84.0,96.0,56.0,11.0,19
677,94.0,24.0,84.0,96.0,56.0,3.0,17
678,94.0,24.0,84.0,96.0,56.0,0.0,14
680,94.0,24.0,84.0,96.0,56.0,3.0,17
681,94.0,24.0,84.0,96.0,56.0,3.0,17
682,94.0,24.0,84.0,96.0,56.0,2.0,2
